"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 17 15:18:28 UTC 2026","Tue Mar 17 15:20:01 UTC 2026","92651","UI Tests","Self-Healing (browser-use)","","","","test_full_purchase_flow","E2E flow: login → search → cart → checkout → payment → confirmation."
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/login [email]-' OR ''=']","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:18:01 UTC 2026","Tue Mar 17 15:18:02 UTC 2026","632","UI Tests","Playwright","e2e/payment-execution.spec.ts","","","invalid short card number shows error",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [password]-1' UNION SELECT NULL--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:26:48 UTC 2026","Tue Mar 17 15:26:48 UTC 2026","2","AI Tests","Generated Tests","","","","test_register_missing_password","Registering without a password should return 400."
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","3","Security Tests","pytest","","","","test_requires_auth[GET /auth/me]","
    Every endpoint secured by bearerAuth in the OpenAPI contract must
    reject unauthenticated requests with 401 or 403.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [password]-1 OR 1=1]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","2","Security Tests","pytest","","","","test_requires_auth[GET /order/0]","
    Every endpoint secured by bearerAuth in the OpenAPI contract must
    reject unauthenticated requests with 401 or 403.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","6","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [orderId]-1' UNION SELECT NULL--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/login [email]-1; SHUTDOWN;--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:22:16 UTC 2026","Tue Mar 17 15:22:16 UTC 2026","1","Performance Tests","k6","","","","Peak VUs",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","1","Security Tests","pytest","","","","test_xss[POST /auth/login [email]-<svg/onload=alert`xss`>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","7","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [orderId]-1' AND SLEEP(5)--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [password]-1; SHUTDOWN;--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/login [email]-1' AND SLEEP(5)--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [password]-' OR ''=']","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:18:04 UTC 2026","Tue Mar 17 15:18:05 UTC 2026","272","UI Tests","Playwright","e2e/user-register.spec.ts","","","registering an existing email shows error",""
"passed","Tue Mar 17 15:20:38 UTC 2026","Tue Mar 17 15:20:38 UTC 2026","33","API Tests","pytest","","","","test_payment_order_not_found",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [email]-1 OR 1=1--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","7","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [cardNumber]-1' UNION SELECT NULL--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [password]-1' OR 'x'='x' --]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:17:55 UTC 2026","Tue Mar 17 15:17:56 UTC 2026","445","UI Tests","Playwright","e2e/add-to-cart.spec.ts","","","cart persists across navigation",""
"passed","Tue Mar 17 15:17:19 UTC 2026","Tue Mar 17 15:17:19 UTC 2026","1","Security Tests","SAST (Semgrep)","","","","Semgrep — no issues found",""
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","2","Security Tests","pytest","","","","test_requires_auth[GET /cart/items]","
    Every endpoint secured by bearerAuth in the OpenAPI contract must
    reject unauthenticated requests with 401 or 403.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","7","Security Tests","pytest","","","","test_xss[POST /payment/charge [cardNumber]-<svg/onload=alert`xss`>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","7","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [cardNumber]-1' OR '1'='1]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/login [password]-' OR ''=']","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:20:38 UTC 2026","Tue Mar 17 15:20:38 UTC 2026","72","API Tests","pytest","","","","test_payment_success",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_xss[POST /auth/login [password]-""><script>alert('xss')</script>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","7","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [cardNumber]-' OR ''=']","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:18:02 UTC 2026","Tue Mar 17 15:18:03 UTC 2026","199","UI Tests","Playwright","e2e/product-search.spec.ts","","","no-match search shows no products",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","6","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [orderId]-1' OR '1'='1]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","8","Security Tests","pytest","","","","test_xss[POST /payment/charge [orderId]-<img src=x onerror=alert(1)>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_xss[POST /auth/register [password]-<svg/onload=alert`xss`>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:18:00 UTC 2026","Tue Mar 17 15:18:01 UTC 2026","688","UI Tests","Playwright","e2e/payment-execution.spec.ts","","","blank card number shows error",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","8","Security Tests","pytest","","","","test_xss[POST /payment/charge [cardNumber]-<body onload=alert('xss')>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:18:02 UTC 2026","Tue Mar 17 15:18:02 UTC 2026","207","UI Tests","Playwright","e2e/product-search.spec.ts","","","case-insensitive search works",""
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","3","Security Tests","pytest","","","","test_sql_injection[POST /auth/register [email]-1 OR 1=1]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","8","Security Tests","pytest","","","","test_jwt_payload_tamper_without_resign_is_rejected","
  If the JWT payload is modified without recomputing the signature,
  /auth/me should reject it (401/403), not accept it.
  "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","2","Security Tests","pytest","","","","test_sql_injection[POST /auth/login [email]-1' OR 'x'='x' --]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:26:48 UTC 2026","Tue Mar 17 15:26:48 UTC 2026","2","AI Tests","Generated Tests","","","","test_login_wrong_password","Login with incorrect password should fail with 401."
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","2","Security Tests","pytest","","","","test_requires_auth[POST /cart/remove]","
    Every endpoint secured by bearerAuth in the OpenAPI contract must
    reject unauthenticated requests with 401 or 403.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","6","Security Tests","pytest","","","","test_xss[POST /payment/charge [orderId]-<body onload=alert('xss')>]","
    XSS payloads in string request-body fields must not be reflected
    unescaped in the response and must not cause a server error (5xx).
    "
"passed","Tue Mar 17 15:26:49 UTC 2026","Tue Mar 17 15:26:49 UTC 2026","4","AI Tests","Generated Tests","","","","test_create_order_empty_cart","Creating an order with an empty cart should return 400."
"passed","Tue Mar 17 15:21:13 UTC 2026","Tue Mar 17 15:21:14 UTC 2026","700","Security Tests","pytest","","","","test_rate_limit[POST /order/create]","
    Endpoints tagged x-rate-limited in the OpenAPI contract must return
    429 when burst-requested beyond their threshold.
    "
"passed","Tue Mar 17 15:18:04 UTC 2026","Tue Mar 17 15:18:04 UTC 2026","385","UI Tests","Playwright","e2e/user-register.spec.ts","","","new user can register and then log in",""
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","20","Security Tests","pytest","","","","test_authorization_bypass_order_leak_between_users","
  Authorization bypass: User B must not be able to see
  orders that belong to User A.

  Today, GET /order/:orderId does not enforce user ownership
  or authentication at all, so this test will currently fail,
  highlighting an access-control vulnerability.
  "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","6","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [cardNumber]-1' OR 'x'='x' --]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:21:15 UTC 2026","Tue Mar 17 15:21:15 UTC 2026","6","Security Tests","pytest","","","","test_sql_injection[POST /payment/charge [cardNumber]-1 OR 1=1--]","
    SQL injection payloads in string request-body fields must not cause
    the server to succeed (2xx) or crash (5xx).  Any 4xx response is
    an acceptable rejection.
    "
"passed","Tue Mar 17 15:26:48 UTC 2026","Tue Mar 17 15:26:48 UTC 2026","2","AI Tests","Generated Tests","","","","test_add_item_missing_product_id","Adding to cart without productId should return 400."
"passed","Tue Mar 17 15:21:12 UTC 2026","Tue Mar 17 15:21:12 UTC 2026","8","Security Tests","pytest","","","","test_jwt_used_without_bearer_prefix_is_rejected","
  Using a raw JWT without the 'Bearer ' prefix should not be accepted.
  "
